bank_txn_id,transaction_date,transaction_type,flow_direction,counterparty,amount,currency
BNK0000936,2025-08-05,Customer Receipt,Inflow,Prestige Home SAS,298.58,EUR
BNK0000937,2025-09-08,Customer Receipt,Inflow,Hugo Lefevre,1543.54,EUR
BNK0000938,2025-09-29,Customer Receipt,Inflow,Topline Solutions SAS,20.71,EUR
BNK0000939,2025-09-21,Customer Receipt,Inflow,Florian Girard,573.28,EUR
BNK0000940,2025-08-25,Customer Receipt,Inflow,Atlas Trading SARL,631.78,EUR
BNK0000941,2025-10-05,Customer Receipt,Inflow,Hugo Lefevre,857.64,EUR
BNK0000942,2025-08-17,Customer Receipt,Inflow,Dylan Lambert,110.23,EUR
BNK0000943,2025-08-06,Customer Receipt,Inflow,Noemie Vincent,1503.05,EUR
BNK0000944,2025-08-06,Customer Receipt,Inflow,Noemie Vincent,338.19,EUR
BNK0000945,2025-10-15,Customer Receipt,Inflow,Mediterra Shop Services,263.22,EUR
BNK0000946,2025-10-12,Customer Receipt,Inflow,Urban Motion Holding,1636.02,EUR
BNK0000947,2025-08-19,Customer Receipt,Inflow,Cap Sud Equipement SARL,208.0,EUR
BNK0000948,2025-09-01,Customer Receipt,Inflow,Camille Bertrand,22.89,EUR
BNK0000949,2025-09-23,Customer Receipt,Inflow,Mediterra Shop Holding,3163.7,EUR
BNK0000950,2025-09-05,Customer Receipt,Inflow,Morgane Andre,318.67,EUR
BNK0000951,2025-09-19,Customer Receipt,Inflow,Optima Conseil Group,523.56,EUR
BNK0000952,2025-08-17,Customer Receipt,Inflow,Atlas Trading Holding,4549.05,EUR
BNK0000953,2025-08-23,Customer Receipt,Inflow,Topline Solutions SARL,627.0,EUR
BNK0000954,2025-09-09,Customer Receipt,Inflow,Brahim Morel,1066.1,EUR
BNK0000955,2025-10-03,Customer Receipt,Inflow,Fatou Petit,2290.82,EUR
BNK0000956,2025-08-27,Customer Receipt,Inflow,Jade Lopez,659.11,EUR
BNK0000957,2025-09-26,Customer Receipt,Inflow,Paul Bamba,1075.15,EUR
BNK0000958,2025-08-13,Customer Receipt,Inflow,Urban Motion SARL,3095.19,EUR
BNK0000959,2025-08-25,Customer Receipt,Inflow,Blue Horizon SARL,3389.55,EUR
BNK0000960,2025-09-27,Customer Receipt,Inflow,Clara Roux,538.69,EUR
BNK0000961,2025-08-04,Customer Receipt,Inflow,Topline Solutions SAS,638.97,EUR
BNK0000962,2025-09-18,Customer Receipt,Inflow,Elite Habitat Holding,6842.2,EUR
BNK0000963,2025-10-11,Customer Receipt,Inflow,Camille Diallo,1642.88,EUR
 BNK0000964,2025-09-26,Customer Receipt,Inflow,Salome Traore,12254.9,eur
BNK0000965,2025-08-08,Customer Receipt,Inflow,Noemie Bamba,303.83,EUR
BNK0000966,2025-09-12,Customer Receipt,Inflow,Brahim Leroy,262.91,EUR
BNK0000967,2025-10-03,Customer Receipt,Inflow,Optima Conseil Services,1801.46,EUR
BNK0000968,2025-09-20,Customer Receipt,Inflow,Urban Motion Holding,279.68,EUR
BNK0000969,2025-09-07,Customer Receipt,Inflow,Nicolas Laurent,262.38,EUR
BNK0000970,2025-09-11,Customer Receipt,Inflow,Florian Robert,286.55,EUR
BNK0000971,2025-08-12,Customer Receipt,Inflow,Karim Roux,323.84,EUR
BNK0000972,2025-09-25,Customer Receipt,Inflow,Sarah Bernard,1090.94,EUR
BNK0000973,2025-09-13,Customer Receipt,Inflow,Brahim Morel,2540.52,EUR
BNK0000974,2025-08-25,Customer Receipt,Inflow,Bati Plus SARL,94.27,EUR
BNK0000975,2025-08-31,Customer Receipt,Inflow,Lea Konate,947.91,EUR
BNK0000976,2025-08-14,Customer Receipt,Inflow,Mehdi Moreau,209.07,EUR
BNK0000977,2025-08-31,Customer Receipt,Inflow,Karim Dupont,541.53,EUR
BNK0000978,2025-10-07,Customer Receipt,Inflow,Riviera Supply SARL,1036.64,EUR
BNK0000979,2025-09-29,Customer Receipt,Inflow,Maxime Diallo,1079.1,EUR
BNK0000980,2025-09-16,Customer Receipt,Inflow,Brahim Martinez,N/A,EUR
BNK0000981,2025-08-25,Customer Receipt,Inflow,Topline Solutions SAS,546.46,EUR
BNK0000982,2025-08-10,Customer Receipt,Inflow,Chloe Lefevre,1266.98,EUR
BNK0000983,2025-08-11,Customer Receipt,Inflow,Alpha Partners SAS,3024.16,EUR
BNK0000984,2025-09-22,Customer Receipt,Inflow,Paul Konate,480.77,EUR
BNK0000985,2025-08-18,Customer Receipt,Inflow,Mediterra Shop Holding,138.52,EUR
BNK0000986,2025-08-14,Customer Receipt,Inflow,Cap Sud Equipement Holding,838.47,EUR
BNK0000987,2025-10-11,Customer Receipt,Inflow,Fatou Petit,1130.86,EUR
BNK0000988,2025-08-15,Customer Receipt,Inflow,Atlas Trading Group,1278.0,EUR
BNK0000989,2025-09-13,Customer Receipt,Inflow,Paul Konate,533.81,EUR
BNK0000990,2025-09-24,Customer Receipt,Inflow,Laura Bertrand,2813.26,EUR
BNK0000991,2025-10-08,Customer Receipt,Inflow,Aicha Vincent,6346.87,EUR
BNK0000992,2025-10-17,Customer Receipt,Inflow,Paul Dubois,272.13,EUR
BNK0000993,2025-09-13,Customer Receipt,Inflow,Azur Concept Services,188.37,EUR
BNK0000994,2025-10-21,Customer Receipt,Inflow,Clara Roux,8697.78,EUR
BNK0000995,2025-09-26,Customer Receipt,Inflow,Emma Bernard,1928.8,EUR
BNK0000996,2025-11-19,Customer Receipt,Inflow,Urban Motion SAS,2487.95,EUR
BNK0000997,2025-09-11,Customer Receipt,Inflow,Emma Dubois,73.53,EUR
BNK0000998,2025-09-22,Customer Receipt,Inflow,Delta Market Holding,1154.5,EUR
BNK0000999,2025-10-26,Customer Receipt,Inflow,Atlas Trading Services,127.0,EUR
BNK0001000,2025-11-04,Customer Receipt,Inflow,Atlas Trading Holding,139.59,EUR
BNK0001001,2025-10-30,Customer Receipt,Inflow,Fatou Bonnet,742.51,EUR
BNK0001002,2025-10-05,Customer Receipt,Inflow,Soleil Distribution Group,144.57,EUR
BNK0001003,2025-09-14,Customer Receipt,Inflow,Riviera Supply Group,348.28,EUR
BNK0001004,2025-09-16,Customer Receipt,Inflow,Yassine Konate,899.01,EUR
BNK0001005,2025-11-05,Customer Receipt,Inflow,Noemie Laurent,740.4,EUR
BNK0001006,2025-09-17,Customer Receipt,Inflow,Emma Bernard,412.13,EUR
BNK0001007,2025-11-05,Customer Receipt,Inflow,Topline Solutions SAS,4552.26,EURO
BNK0001008,2025-09-30,Customer Receipt,Inflow,Chloe Bamba,1937.96,EUR
BNK0001009,2025-10-25,Customer Receipt,Inflow,Brahim Martinez,386.25,EUR
BNK0001010,2025-09-09,Customer Receipt,Inflow,Nova Retail SAS,447.57,EUR
BNK0001011,2025-10-24,Customer Receipt,Inflow,Ahmed Bertrand,303.27,EUR
BNK0001012,2025-09-22,Customer Receipt,Inflow,Lea Konate,568.56,EUR
BNK0001013,2025-09-04,Customer Receipt,Inflow,Atlas Trading SAS,206.13,EUR
BNK0001014,2025-11-15,Customer Receipt,Inflow,Camille Diallo,569.5,EUR
BNK0001015,2025-10-28,Customer Receipt,Inflow,Noemie Lefevre,693.14,EUR
BNK0001016,2025-09-10,Customer Receipt,Inflow,Salome Moreau,1868.73,EUR
BNK0001017,2025-09-11,Customer Receipt,Inflow,Karim Dupont,315.21,EUR
BNK0001018,2025-09-21,Customer Receipt,Inflow,Vision Commerce Services,431.04,EUR
BNK0001019,2025-09-07,Customer Receipt,Inflow,Elite Habitat Services,1168.24,EUR
BNK0001020,2025-09-25,Customer Receipt,Inflow,Salome Moreau,601.54,EUR
BNK0001021,2025-10-27,Customer Receipt,Inflow,Elite Habitat SARL,776.73,EUR
BNK0001022,2025-10-31,Customer Receipt,Inflow,Mediterra Shop Services,268.85,EUR
BNK0001023,2025-09-07,Customer Receipt,Inflow,Alpha Partners SAS,86.24,EUR
BNK0001024,2025-09-18,Customer Receipt,Inflow,Bati Plus Holding,43.88,EUR
BNK0001025,2025-10-31,Customer Receipt,Inflow,Optima Conseil Services,258.61,EUR
BNK0001026,12-09-2025,Customer Receipt,Inflow,Prestige Home SAS,72.64,EUR
BNK0001027,2025-11-12,Customer Receipt,Inflow,Topline Solutions SAS,194.58,EUR
BNK0001028,2025-10-31,Customer Receipt,Inflow,Hexa Services SARL,296.21,EUR
BNK0001029,2025-09-06,Customer Receipt,Inflow,Lucie Bertrand,2652.16,EUR
BNK0001030,2025-09-28,Customer Receipt,Inflow,Prestige Home SAS,69.48,EUR
BNK0001031,2025-09-11,Customer Receipt,Inflow,Jade Lopez,194.45,EUR
BNK0001032,27/09/2025,Customer Receipt,Inflow,Soleil Distribution SAS,1722.83,EUR
BNK0001033,2025-10-13,Customer Receipt,Inflow,Urban Motion SAS,153.78,EUR
BNK0001034,2025-10-15,Customer Receipt,Inflow,Louis David,3070.53,EUR
BNK0001035,2025-11-20,Customer Receipt,Inflow,Chloe Moreau,197.0,N/A
BNK0001036,2025-09-21,Customer Receipt,Inflow,Riviera Supply Group,95.92,EUR
BNK0001037,2025-09-13,Customer Receipt,Inflow,Yassine Konate,564.66,EUR
BNK0001038,2025-10-22,Customer Receipt,Inflow,Fatou Bonnet,262.52,EUR
BNK0001039,10-07-2025,Customer Receipt,Inflow,Louis Vincent,1091.72,EUR
BNK0001040,2025-09-20,Customer Receipt,Inflow,Atlas Trading Group,6817.68,EUR
BNK0001041,2025-10-14,Customer Receipt,Inflow,Soleil Distribution SARL,3239.12,EUR
BNK0001042,2025-09-20,Customer Receipt,Inflow,Elite Habitat SAS,607.76,eur
BNK0001043,2025-10-28,Customer Receipt,Inflow,Sarah Robert,6990.05,EUR
BNK0001044,2025-10-25,Customer Receipt,Inflow,Kora Logistics Group,1114.29,EUR
BNK0001045,2025-09-10,Customer Receipt,Inflow,Mehdi Moreau,275.55,EUR
BNK0001046,2025-09-27,Customer Receipt,Inflow,Antoine Leroy,292.32,EUR
BNK0001047,2025-09-16,Customer Receipt,Inflow,Elite Habitat SAS,790.22,EUR
BNK0001048,2025-10-13,Customer Receipt,Inflow,Brahim Leroy,3060.96,EUR
BNK0001049,2025-09-25,Customer Receipt,Inflow,Ahmed Lopez,96.12,EUR
BNK0001050,2025-09-30,Customer Receipt,Inflow,Bati Plus SARL,44.27,EUR
BNK0001051,2025-11-03,Customer Receipt,Inflow,Fatou Bonnet,2277.67,EUR
BNK0001052,2025-10-05,Customer Receipt,Inflow,Aurelien Morel,90.93,EUR
BNK0001053,2025-09-22,Customer Receipt,Inflow,Karim Dupont,70.96,EUR
BNK0001054,2025-10-20,Customer Receipt,Inflow,Kora Logistics Group,2455.13,EUR
BNK0001055,2025-11-02,Customer Receipt,Inflow,Atlas Trading Holding,918.54,EUR
BNK0001056,2025-09-15,Customer Receipt,Inflow,Chloe Legrand,1436.66,EUR
BNK0001057,2025-10-08,Customer Receipt,Inflow,Louis Vincent,2198.69,EUR
BNK0001058,2025-09-04,Customer Receipt,Inflow,Urban Motion SARL,2337.79,EUR
BNK0001059,2025-09-28,Customer Receipt,Inflow,Atlas Trading Holding,94.27,EUR
BNK0001060,2025-11-04,Customer Receipt,Inflow,Brahim Martinez,636.05,EUR
BNK0001061,2025-09-07,Customer Receipt,Inflow,Cap Sud Equipement Holding,218.35,EUR
BNK0001062,2025-10-23,Customer Receipt,Inflow,Ines Chevalier,504.49,eur
BNK0001063,2025-10-29,Customer Receipt,Inflow,Maxime Diallo,560.51,EUR
BNK0001064,2025-09-30,Customer Receipt,Inflow,Soleil Distribution SAS,117.6,EUR
BNK0001065,2025-10-10,Customer Receipt,Inflow,Julie  Lefevre,11461.29,EUR
BNK0001066,2025-10-07,Customer Receipt,Inflow,Bati Plus Group,1133.44,EUR
BNK0001067,2025-09-12,Customer Receipt,Inflow,Blue Horizon Holding,569.46,EUR
BNK0001068,2025-10-31,Customer Receipt,Inflow,Bati Plus Group,1896.82,EUR
BNK0001069,2025-09-16,Customer Receipt,Inflow,Cap Sud Equipement SARL,2988.72,EUR
BNK0001070,2025-09-11,Customer Receipt,Inflow,Atlas Trading Holding,339.03,EUR
BNK0001071,2025-10-24,Customer Receipt,Inflow,Brahim Martinez,451.73,
BNK0001072,2025-09-24,Customer Receipt,Inflow,Mehdi Moreau,3424.92,EUR
BNK0001073,2025-09-12,Customer Receipt,Inflow,Mehdi Fournier, 797.37 ,EUR
BNK0001074,2025-10-15,Customer Receipt,Inflow,Hugo Lefevre,126.2,EUR
BNK0001075,2025-10-05,Customer Receipt,Inflow,Kevin Traore ,1943.75,EUR
BNK0001076,2025-09-09,Customer Receipt,Inflow,Bati Plus Holding,226.44,EUR
BNK0001077,2025-09-23,Customer Receipt,Inflow,Bati Plus Holding,47.5,EUR
BNK0001078,2025-09-06,Customer Receipt,Inflow,Chloe Lefevre,441.14,EUR
BNK0001079,2025-09-07,Customer Receipt,Inflow,Smart Office Group,2637.81,EUR
BNK0001080,2025-10-17,Customer Receipt,Inflow,Julie Roux,580.64,EUR
BNK0001081,2025-09-09,Customer Receipt,Inflow,Mediterra Shop Holding,634.84,EUR
BNK0001082,2025-10-09,Customer Receipt,Inflow,  Paul Konate  ,203.01,EUR
BNK0001083,2025-10-10,Customer Receipt,Inflow,Thomas Dubois,96.74,EUR
BNK0001084,2025-09-28,Customer Receipt,Inflow,Atlas Trading SARL, 399.36 ,EUR
BNK0001085,2025-09-27,Customer Receipt,Inflow,Antoine Leroy,149.72,EUR
BNK0001086,2025-10-15,Customer Receipt,Inflow,Kevin Traore,1122.79,EUR
BNK0001087,2025-09-27,Customer Receipt,Inflow,Prestige Home Services,618.24,EUR
BNK0001088,2025-09-06,Customer Receipt,Inflow,Alpha Partners SAS,781.47,EUR
BNK0001089,2025-09-05,Customer Receipt,Inflow,Noemie Leroy,3023.68,EUR
BNK0001090,2025-09-27,Customer Receipt,Inflow,Laura Diallo,549.03,EUR
BNK0001091,2025-09-25,Customer Receipt,Inflow,Urban Motion SAS,8543.6,EUR
BNK0001092,2025-10-19,Customer Receipt,Inflow,Morgane Andre,1533.93,EUR
BNK0001093,2025-10-06,Customer Receipt,Inflow,Noemie Lefevre,156.95,EUR
BNK0001094,2025-10-15,Customer Receipt,Inflow,Salome Traore,203.98,EUR
BNK0001095,2025-10-26,Customer Receipt,Inflow,Morgane Andre,988.92,EURO
BNK0001096,2025-10-26,Customer Receipt,Inflow,Optima Conseil Holding,1119.44,EUR
BNK0001097,2025-11-15,Customer Receipt,Inflow,Cap Sud Equipement SAS,2510.77,EUR
BNK0001098,2025-09-03,Customer Receipt,Inflow,  Julie Diop  ,1522.0,EUR
BNK0001099,2025-10-26,Customer Receipt,Inflow,Camille Diallo,3914.23,EUR
BNK0001100,N/A,Customer Receipt,Inflow,Yassine Konate,634.2,EUR
BNK0001101,2025-10-21,Customer Receipt,Inflow,Thomas Dubois,593.54,EUR
BNK0001102,2025-11-06,Customer Receipt,Inflow,Thomas Thomas,2890.57,EUR
BNK0001103,2025-11-12,Customer Receipt,Inflow,Urban Motion SAS,1840.01,EUR
BNK0001104,2025-09-23,Customer Receipt,Inflow,  Alpha Partners SAS  ,623.21,EUR
BNK0001105,2025-09-23,Customer Receipt,Inflow,Noemie Bamba,444.52,EUR
BNK0001106,2025-10-17,Customer Receipt,Inflow,ahmed bertrand,3020.0,EUR
BNK0001107,2025-10-15,Customer Receipt,Inflow,Soleil Distribution Group,385.22,EUR
BNK0001108,2025-09-09,Customer Receipt,Inflow,Atlas Trading SARL,541.11,EUR
BNK0001109,2025-09-01,Customer Receipt,Inflow,Cap Sud Equipement SAS,654.42,EUR
BNK0001110,2025-11-11,Customer Receipt,Inflow,Fatou Bonnet,1640.43,EUR
BNK0001111,2025-09-11,Customer Receipt,Inflow,Noemie Vincent,608.52,EUR
BNK0001112,2025-11-08,Customer Receipt,Inflow,Vision Commerce Holding,686.93,EUR
BNK0001113,2025-10-03,Customer Receipt,Inflow,Bati Plus Group,1180.73,EUR
BNK0001114,2025-10-29,Customer Receipt,Inflow,Urban Motion Holding,4072.08,EUR
BNK0001115,2025-09-06,Customer Receipt,Inflow,Noemie Vincent,507.24,EUR
BNK0001116,2025-10-13,Customer Receipt,Inflow,Aicha Vincent,2803.63,EUR
BNK0001117,2025-09-16,Customer Receipt,Inflow,Chloe Bamba,1914.42,EUR
BNK0001118,2025-09-10,Customer Receipt,Inflow,Atlas Trading SAS,95.52,EUR
BNK0001119,2025-09-14,Customer Receipt,Inflow,Chloe Bamba,197.48,EUR
BNK0001120,2025-10-10,Customer Receipt,Inflow,Mediterra Shop Holding,207.88,EUR
BNK0001121,2025-10-17,Customer Receipt,Inflow,Paul Konate,338.78,EUR
BNK0001122,2025-11-02,Customer Receipt,Inflow,Soleil Distribution Group,175.79,EUR
BNK0001123,2025-11-30,Customer Receipt,Inflow,Vision Commerce Group,2465.89,EUR
BNK0001124,2025-10-18,Customer Receipt,Inflow,Fatou Robert ,127.51,EUR
BNK0001125,2025-10-06,Customer Receipt,Inflow,Delta Market Holding,558.97,EUR
BNK0001126,2025-11-10,Customer Receipt,Inflow,Smart Office Services,78.32,EUR
BNK0001127,2025-11-03,Customer Receipt,Inflow,Salome Diallo,857.68,EUR
BNK0001128,2025-10-23,Customer Receipt,Inflow,Elite Habitat SAS,64.56,EUR
BNK0001129,2025-11-19,Customer Receipt,Inflow,Sarah Robert,44.01,EUR
bnk0001130,18-10-2025,Customer Receipt,Inflow,Lea Konate,2074.67,EUR
BNK0001131,2025-12-15,Customer Receipt,Inflow,Atlas Trading Services,4586.56,EUR
BNK0001132,2025-10-17,Customer Receipt,Inflow,Atlas Trading SARL,109.63,EUR
BNK0001133,2025-10-05,Customer Receipt,Inflow,Riviera Supply Group,379.35,EUR
BNK0001134,2025-11-17,Customer Receipt,Inflow,Atlas Trading Holding,773.23,EUR
BNK0001135,2025-11-23,Customer Receipt,Inflow,Mediterra Shop Holding,21.74,EUR
BNK0001136,2025-12-21,Customer Receipt,Inflow,Optima Conseil Group,2603.97,EUR
BNK0001137,2025-11-12,Customer Receipt,Inflow,Riviera Supply SAS,4475.41,EUR
BNK0001138,2025-11-06,Customer Receipt,Inflow,Louis Lambert,595.98,EUR
BNK0001139,2025-10-06,Customer Receipt,Inflow,Topline Solutions SARL,1830.36,EUR
BNK0001140,2025-12-14,Customer Receipt,Inflow,Riviera Supply SARL,159.17,EUR
BNK0001141,2025-12-09,Customer Receipt,Inflow,Mediterra Shop Services,1086.39,EUR
BNK0001142,2025-12-16,Customer Receipt,Inflow,Chloe Moreau,100.27,EUR
BNK0001143,2025-10-02,Customer Receipt,Inflow,Urban Motion SAS,1224.5,EUR
BNK0001144,2025-11-18,Customer Receipt,Inflow,Dylan Chevalier,1670.61,EUR
BNK0001145,2025-11-09,Customer Receipt,Inflow,Azur Concept SARL,9152.45,EUR
BNK0001146,2025-11-22,Customer Receipt,Inflow,Louis Lambert,340.21,EUR
BNK0001147,2025-11-20,Customer Receipt,Inflow,Riviera Supply SARL,568.84,EUR
BNK0001148,2025-10-18,Customer Receipt,Inflow,Prestige Home Services,705.38,EUR
BNK0001149,2025-10-06,Customer Receipt,Inflow,Smart Office Holding,1052.45,EUR
BNK0001150,2025-11-28,Customer Receipt,Inflow,Salome  Bonnet,181.54,EUR
BNK0001151,2025-11-29,Customer Receipt,Inflow,Thomas Thomas,3963.74,EUR
BNK0001152,2025-10-28,Customer Receipt,Inflow,Smart Office Holding,4822.04,EUR
BNK0001153,2025-11-26,Customer Receipt,Inflow,Smart Office Services,3322.05,EUR
BNK0001154,2025-10-18,Customer Receipt,Inflow,Karim Dupont,3379.48,EUR
BNK0001155,2025-10-13,Customer Receipt,Inflow,Vision Commerce SAS,519.5,EUR
BNK0001156,2025-10-08,Customer Receipt,Inflow,Atlas Trading Group,90.86,EUR
BNK0001157,2025-11-23,Customer Receipt,Inflow,Benoit Bamba,382.7,EUR
BNK0001158,2025-10-04,Customer Receipt,Inflow,noemie leroy,1198.23,EUR
BNK0001159,2025-10-13,Customer Receipt,Inflow,Chloe Lefevre,556.92,EUR
BNK0001160,2025-11-18,Customer Receipt,Inflow,Brahim Morel,3329.84,EUR
BNK0001161,2025-11-11,Customer Receipt,Inflow,Elite Habitat SARL,187.39,EUR
BNK0001162,2025-11-27,Customer Receipt,Inflow,Kora Logistics SARL,"3482,22",EUR
BNK0001163,2025-10-02,Customer Receipt,Inflow,Atlas Trading SAS,1392.09,EUR
BNK0001164,2025-10-14,Customer Receipt,Inflow,Mehdi Fournier,975.61,EUR
BNK0001165,2025-11-11,Customer Receipt,Inflow,Salome Traore,408.58,EUR
BNK0001166,2025-10-05,Customer Receipt,Inflow,Morgane Vincent,229.92,EUR
BNK0001167,2025-11-06,Customer Receipt,Inflow,Azur Concept Services,758.59,EUR
BNK0001168,2025-10-21,Customer Receipt,Inflow,Elite Habitat SAS,1690.6,EUR
BNK0001169,2025-10-22,Customer Receipt,Inflow,Vision Commerce Services,182.68,EUR
BNK0001170,2025-12-16,Customer Receipt,Inflow,Mediterra Shop Services,525.77,EUR
BNK0001171,2025-11-06,Customer Receipt,Inflow,Riviera Supply SAS,2122.0,EUR
BNK0001172,2025-11-15,Customer Receipt,Inflow,Nicolas Laurent,2327.69,EUR
BNK0001173,2025-11-26,Customer Receipt,Inflow,Fatou Bonnet,2568.22,EUR
BNK0001174,2025-10-06,Customer Receipt,Inflow,Lucie Bertrand,640.02,EUR
BNK0001175,2025-10-29,Customer Receipt,Inflow,Kora Logistics Group,544.79,EUR
BNK0001176,2025-10-12,Customer Receipt,Inflow,Elite Habitat SAS,608.8,EUR
BNK0001177,2025-11-19,Customer Receipt,Inflow,Optima Conseil Group,110.44,EUR
BNK0001178,2025-12-09,Customer Receipt,Inflow,Antoine Diallo,4004.78,EUR
BNK0001179,2025-11-01,Customer Receipt,Inflow,Hexa Services SARL,984.24,EUR
BNK0001180,2025-12-01,Customer Receipt,Inflow,Maxime Bertrand,520.7,EUR
 BNK0001181,2025-10-29,Customer Receipt,Inflow,URBAN MOTION SAS,214.32,NA
BNK0001182,2025-11-29,Customer Receipt,Inflow,Dylan Chevalier,1464.43,EUR
BNK0001183,2025-10-26,Customer Receipt,Inflow,Chloe Lefevre,174.36,EUR
BNK0001184,2025-10-10,Customer Receipt,Inflow,Dylan Traore,125.94,EUR
BNK0001185,2025-11-20,Customer Receipt,Inflow,Atlas Trading Holding,181.6,EUR
BNK0001186,2025-10-12,Customer Receipt,Inflow,Prestige Home Services,1302.48,EUR
BNK0001187,2025-11-29,Customer Receipt,Inflow,Nova Retail Group,2460.42,EUR
BNK0001188,2025-12-15,Customer Receipt,Inflow,FATOU PETIT,NA,EUR
BNK0001189,2025-10-24,Customer Receipt,Inflow,Prestige Home SARL,3515.7,EUR
BNK0001190,2025-11-10,Customer Receipt,Inflow,Camille Petit,1175.4,EUR
BNK0001191,2025-10-22,Customer Receipt,Inflow,Vision Commerce Services,217.52,EUR
BNK0001192,2025-11-11,Customer Receipt,Inflow,Kora Logistics SARL,245.98,EUR
BNK0001193,2025-11-30,Customer Receipt,Inflow,Ines Chevalier,243.76,EUR
BNK0001194,2025-10-12,Customer Receipt,Inflow,Dylan Traore,2833.06,EUR
BNK0001195,2025-12-04,Customer Receipt,Inflow,Soleil Distribution Group,251.1,EUR
BNK0001196,2025-12-09,Customer Receipt,Inflow,Urban Motion SAS,6873.64,EUR
BNK0001197,2025-10-11,Customer Receipt,Inflow,Karim Dupont,2902.37,EUR
BNK0001198,2025-10-02,Customer Receipt,Inflow,Jade Lopez,1053.54,EUR
BNK0001199,2025-11-08,Customer Receipt,Inflow,Paul Konate,3136.85,EUR
BNK0001200,2025-11-21,Customer Receipt,Inflow,Azur Concept SARL,794.96,EUR
BNK0001201,2025-11-25,Customer Receipt,Inflow,Optima Conseil Services,1166.21,EUR
BNK0001202,2025-10-10,Customer Receipt,Inflow,Yassine Konate,623.18,EUR
BNK0001203,2025-11-05,Customer Receipt,Inflow,Brahim Morel,80.39,EUR
BNK0001204,2025-10-19,Customer Receipt,Inflow,Ahmed Lopez,398.22,EUR
BNK0001205,2025-12-15,Customer Receipt,Inflow,Louis David,102.03,EUR
BNK0001206,2025-11-14,Customer Receipt,Inflow,Kora Logistics SARL,161.81,EUR
BNK0001207,2025-11-20,Customer Receipt,Inflow,Fatou Petit,282.88,EUR
BNK0001208,2025-10-27,Customer Receipt,Inflow,Elite Habitat Services,5462.97,EUR
BNK0001209,2025-11-21,Customer Receipt,Inflow,Antoine Dupont,1269.78,EUR
BNK0001210,2025-12-08,Customer Receipt,Inflow,Lea Lambert,207.77,EUR
BNK0001211,2025-11-01,Customer Receipt,Inflow,Paul Leroy,271.94,EUR
BNK0001212,2025-10-18,Customer Receipt,Inflow,Karim Dupont,278.48,EUR
BNK0001213,2025-11-15,Customer Receipt,Inflow,Prestige Home Holding,120.14,EUR
BNK0001214,2025-11-17,Customer Receipt,Inflow,Nicolas Laurent,285.23,EUR
BNK0001215,2025-10-21,Customer Receipt,Inflow,Laura Diallo,2353.57,EUR
BNK0001216,2025-12-05,Customer Receipt,Inflow,Vision Commerce Holding,1059.16,EUR
BNK0001217,2025-10-13,Customer Receipt,Inflow,Chloe Lefevre,2503.67,EUR
BNK0001218,2025-11-28,Customer Receipt,Inflow,Nicolas Laurent, 834.14 ,EUR
BNK0001219,2025-10-03,Customer Receipt,Inflow,Mehdi Fournier,6872.88,EUR
BNK0001220,2025-11-18,Customer Receipt,Inflow,Salome Diallo,128.21,EUR
BNK0001221,2025-12-01,Customer Receipt,Inflow,Hugo David,1372.1,eur
BNK0001222,2025-10-17,Customer Receipt,Inflow,Elodie Girard,651.76,EUR
BNK0001223,2025-12-05,Customer Receipt,Inflow,Elite Habitat SARL,1072.73,EUR
BNK0001224,2025-11-06,Customer Receipt,Inflow,Lea Diallo,1753.51,EUR
BNK0001225,2025-10-24,Customer Receipt,Inflow,Atlas Trading Holding,2563.82,EUR
BNK0001226,2025-11-25,Customer Receipt,Inflow,Atlas Trading Holding,487.28,EUR
BNK0001227,2025-10-20,Customer Receipt,Inflow,Mehdi Moreau,1262.9,EUR
BNK0001228,2025-12-02,Customer Receipt,Inflow,Optima Conseil Services,265.51,EUR
BNK0001229,2025-10-27,Customer Receipt,Inflow,Yassine Konate,490.59,EUR
BNK0001230,2025-11-12,Customer Receipt,Inflow,Urban Motion Holding,37.38,EUR
BNK0001231,2025-11-22,Customer Receipt,Inflow,Julie Roux,3279.3,EUR
BNK0001232,2025-11-11,Customer Receipt,Inflow,Aurelien Lefevre,425.86,EUR
BNK0001233,2025-10-19,Customer Receipt,Inflow,Lea Konate,219.92,EUR
BNK0001234,2025-11-19,Customer Receipt,Inflow,Fatou Petit,492.59,EUR
BNK0001235,2025-11-21,Customer Receipt,Inflow,Riviera Supply SARL,264.31,EUR
BNK0001236,2025-11-26,Customer Receipt,Inflow,Laura Bertrand,823.08,EUR
BNK0001237,2025-10-31,Customer Receipt,Inflow,NA,449.56,EUR
BNK0001238,2025-11-16,Customer Receipt,Inflow,Riviera Supply SARL,286.33,EUR
BNK0001239,2025-12-12,Customer Receipt,Inflow,Elite Habitat SARL,421.91,EUR
Bnk0001240,2025-10-10,Customer Receipt,Inflow,Atlas Trading SARL,1158.71,EUR
BNK0001241,2025-11-08,Customer Receipt,Inflow,Salome Diallo,2990.53,EUR
BNK0001242,2025-11-06,Customer Receipt,Inflow,Julie Roux,1696.43,EUR
BNK0001243,2025-10-08,Customer Receipt,Inflow,Noemie Vincent,173.88,EUR
BNK0001244,2025-11-24,Customer Receipt,Inflow,Camille Richard,480.88,EUR
BNK0001245,2025-10-25,Customer Receipt,Inflow,Riviera Supply Group,634.84,EUR
